time (min),LS,time (min),UV
-0.0755926852439213,0.0737023303766653,0.0391166666666667,0.00543810227982019
-0.0674029012764476,0.0851457033297212,0.0473064506341404,0.00572188645717327
-0.0592131173089738,0.0956902824487541,0.0554962346016142,0.00597245627386489
-0.0510233333415001,0.0976068987209887,0.0636860185690879,0.00614141905969165
-0.0428335493740263,0.0995235149932233,0.0718758025365617,0.00627930465649037
-0.0346437654065526,0.126091746345512,0.0800655865040354,0.00637123484144622
-0.0264539814390788,0.120212941838987,0.0882553704715092,0.00644392264962395
-0.0182641974716051,0.114334137332458,0.096445154438983,0.00656966150142363
-0.0100744135041313,0.0996805864780608,0.104634938406457,0.00674416461955573
-0.00188462953665756,0.09581292860118,0.11282472237393,0.00692767697510408
0.00630515443081619,0.0658004625411097,0.121014506341404,0.00709143590679543
0.0144949383982899,0.131440735750497,0.129204290308878,0.00723189102704247
0.0226847223657637,0.178416468858376,0.137394074276352,0.0073328760376977
0.0308745063332375,0.137916779666629,0.145583858243826,0.00739583396631988
0.0390642903007112,0.0974170904748779,0.153773642211299,0.00744666061108042
0.047254074268185,0.0882850568979048,0.161963426178773,0.00751060840387804
0.0554438582356587,0.137220278705652,0.170153210146247,0.00757332505513075
0.0636336422031325,0.143916913726284,0.17834299411372,0.00763686706437465
0.0718234261706062,0.139018649882704,0.186532778081194,0.00770616485940042
0.08001321013808,0.134120386039125,0.194722562048668,0.00777245274173812
0.0882029941055538,0.0854759316532387,0.202912346016142,0.00783070187359091
0.0963927780730275,0.0816144688821868,0.211102129983615,0.00787984462375001
0.104582562040501,0.0777530061111304,0.219291913951089,0.00791005511322228
0.112772346007975,0.056161435530821,0.227481697918563,0.00790381528641457
0.120962129975449,0.0315923955075099,0.235671481886037,0.00786708708947858
0.129151913942923,0.0308661088801176,0.24386126585351,0.00782359140989101
0.137341697910396,0.0452858350189574,0.252051049820984,0.00776944818457318
0.14553148187787,0.0707513337095708,0.260240833788458,0.00770883926414372
0.153721265845344,0.0998562531407325,0.268430617755932,0.00770767209883077
0.161911049812818,0.103399081120095,0.276620401723406,0.00776675761879813
0.170100833780291,0.106941909099463,0.284810185690879,0.00786810510896775
0.178290617747765,0.151008026703813,0.292999969658353,0.00796594682658947
0.186480401715239,0.315960871904862,0.301189753625827,0.0080601026978566
0.194670185682713,0.396802062343604,0.309379537593301,0.0081496129158065
0.202859969650186,0.405672415615827,0.317569321560774,0.0082347161241121
0.21104975361766,0.253094216901665,0.325759105528248,0.00830795075484207
0.219239537585134,0.100516018187507,0.333948889495722,0.00834440110958811
0.227429321552608,0.0553900182395217,0.342138673463196,0.00834144121029908
0.235619105520081,0.0967495661799098,0.35032845743067,0.00828143806194896
0.243808889487555,0.103640784113095,0.358518241398143,0.0082036741993246
0.251998673455029,0.0652643690884703,0.366708025365617,0.00809639774745729
0.260188457422503,0.0268879540638413,0.374897809333091,0.00798332053619529
0.268378241389976,0.0301744292721534,0.383087593300565,0.00793083125757358
0.27656802535745,0.0406951433162657,0.391277377268038,0.00792012632153613
0.284757809324924,0.0654663815171631,0.399467161235512,0.00792859018721058
0.292947593292398,0.068603709057797,0.407656945202986,0.00793840484894876
0.301137377259871,0.0717410365984308,0.41584672917046,0.00794530679333342
0.309327161227345,0.0935965079297302,0.424036513137933,0.00793488677576153
0.317516945194819,0.105602725549279,0.432226297105407,0.00790291888250488
0.325706729162293,0.108265820406572,0.440416081072881,0.00783135984921571
0.333896513129766,0.0983375731164136,0.448605865040355,0.00773152695650795
0.34208629709724,0.088409325826255,0.456795649007829,0.0076487309049407
0.350276081064714,0.0807607923334311,0.464985432975302,0.00756702876066248
0.358465865032188,0.0731122588406163,0.473175216942776,0.00748073985743981
0.366655648999662,0.0503128341450535,0.48136500091025,0.00737568450902877
0.374845432967135,0.139327054665209,0.489554784877724,0.0072707168717457
0.383035216934609,0.197784277727713,0.497744568845197,0.00716968286247939
0.391225000902083,0.18115407894636,0.505934352812671,0.00709410496853382
0.399414784869557,0.164523880165007,0.514124136780145,0.00707178724156791
0.40760456883703,0.0603441231861912,0.522313920747619,0.00709031295187892
