time (min),Molar Mass 2,time (min),LS,time (min),UV
24.5119721184456,12011.8332859319,24.2335194635515,0.136771416098263,24.2335718399175,0.144467089023527
24.5201619024131,11951.3237606266,24.241709247519,0.142063737693573,24.2417616238849,0.148320856790181
24.5283516863806,11891.1867592327,24.2498990314865,0.146987177061369,24.2499514078524,0.152246509019633
24.536541470348,12018.506780746,24.2580888154539,0.149418842192266,24.2581411918199,0.156242590871606
24.5447312543155,12061.1020964941,24.2662785994214,0.151542263114321,24.2663309757874,0.160308099516487
24.552921038283,12011.4316846056,24.2744683833889,0.154156460276922,24.2745207597548,0.16444605630455
24.5611108222505,12056.2853023108,24.2826581673564,0.158542112032416,24.2827105437223,0.168656347190079
24.5693006062179,12106.4957110309,24.2908479513238,0.162043576491241,24.2909003276898,0.172941879749033
24.5774903901854,11994.3289980686,24.2990377352913,0.167183239579354,24.2990901116573,0.177301154583234
24.5856801741529,12162.9245968237,24.3072275192588,0.174274707865325,24.3072798956247,0.181724257968919
24.5938699581204,12254.8105936501,24.3154173032263,0.177373418243297,24.3154696795922,0.186220353564326
24.6020597420878,12398.3678328077,24.3236070871937,0.180531640909883,24.3236594635597,0.190799779781969
24.6102495260553,12173.9028238595,24.3317968711612,0.185125559623292,24.3318492475272,0.195455802338009
24.6184393100228,12032.2105104095,24.3399866551287,0.190278127497847,24.3400390314946,0.200182138785491
24.6266290939903,12128.2956334547,24.3481764390961,0.195430695372402,24.3482288154621,0.204977222570048
24.6348188779577,12458.9562674481,24.3563662230636,0.199487792217189,24.3564185994296,0.209848157705828
24.6430086619252,12085.19994777,24.3645560070311,0.204609972180582,24.3646083833971,0.214799876100334
24.6511984458927,11973.8293072804,24.3727457909986,0.209074865164585,24.3727981673645,0.21983507496196
24.6593882298602,12020.2511326123,24.380935574966,0.212279923257928,24.380987951332,0.22495629949731
24.6675780138276,11978.6258662318,24.3891253589335,0.217633376178773,24.3891777352995,0.230156261660026
24.6757677977951,12040.2324951966,24.397315142901,0.222954065189836,24.3973675192669,0.23543649839172
24.6839575817626,12149.2328090372,24.4055049268685,0.228049310156045,24.4055573032344,0.240796376554613
24.69214736573,12031.0699721727,24.4136947108359,0.233494726741723,24.4137470872019,0.246233084862875
24.7003371496975,12515.5216676738,24.4218844948034,0.236937898741139,24.4219368711694,0.251747281009755
24.708526933665,12161.4956560985,24.4300742787709,0.242082713355361,24.4301266551368,0.257338955959621
24.7167167176325,12068.6458809078,24.4382640627384,0.248754214842672,24.4383164391043,0.263017691618939
24.7249065015999,12057.0650650649,24.4464538467058,0.254318809235472,24.4465062230718,0.268786191048259
24.7330962855674,12057.4728134014,24.4546436306733,0.260536669535501,24.4546960070393,0.274641494475625
24.7412860695349,12066.248123474,24.4628334146408,0.265110439108847,24.4628857910067,0.280584681357225
24.7494758535024,12094.271129778,24.4710231986083,0.270811723794699,24.4710755749742,0.286616579963666
24.7576656374698,12138.6884441496,24.4792129825757,0.27591056956332,24.4792653589417,0.292735536586625
24.7658554214373,12092.4081183262,24.4874027665432,0.283130413944424,24.4874551429092,0.298936724871692
24.7740452054048,12230.729196811,24.4955925505107,0.289384591381209,24.4956449268766,0.30522282128518
24.7822349893723,12193.7741903428,24.5037823344782,0.294654203307302,24.5038347108441,0.311607586202021
24.7904247733397,12111.4651649704,24.5119721184456,0.300601382386176,24.5120244948116,0.318087928503236
24.7986145573072,12122.0939292034,24.5201619024131,0.305825094658616,24.520214278779,0.324656896282916
24.8068043412747,12084.8371222628,24.5283516863806,0.311142603270623,24.5284040627465,0.331324346208934
24.8149941252422,12085.9653806291,24.536541470348,0.319574074256585,24.536593846714,0.338097582820474
24.8231839092096,12111.1039158425,24.5447312543155,0.326674799177451,24.5447836306815,0.344977360639546
24.8313736931771,12141.8880783888,24.552921038283,0.332262770529198,24.5529734146489,0.351963712615369
24.8395634771446,12166.5069240149,24.5611108222505,0.340182864229985,24.5611631986164,0.359054250240674
24.847753261112,12217.8193175398,24.5693006062179,0.34830470154886,24.5693529825839,0.366251092433131
24.8559430450795,12175.1645203488,24.5774903901854,0.35295290517188,24.5775427665514,0.373556003047706
24.864132829047,12449.6415904322,24.5856801741529,0.361997342319539,24.5857325505188,0.380963085932089
24.8723226130145,12262.1907523276,24.5938699581204,0.370125532336297,24.5939223344863,0.38847395640428
24.8805123969819,12198.8405184225,24.6020597420878,0.384208335088727,24.6021121184538,0.396087181066858
24.8887021809494,12214.9148740956,24.6102495260553,0.386803264724175,24.6103019024213,0.403807810457135
24.8968919649169,12208.2888775841,24.6184393100228,0.390160242628818,24.6184916863887,0.411644949008419
24.9050817488844,12296.0659615144,24.6266290939903,0.398452831300496,24.6266814703562,0.419593503021111
24.9132715328518,12257.8298132963,24.6348188779577,0.414543571423082,24.6348712543237,0.427646816378693
24.9214613168193,12221.1575171912,24.6430086619252,0.414855290421026,24.6430610382912,0.43580227385846
24.9296511007868,12251.6970861489,24.6511984458927,0.418317410095871,24.6512508222586,0.444071462922127
24.9378408847543,12207.1337550626,24.6593882298602,0.426641973029605,24.6594406062261,0.452454521571002
24.9460306687217,12220.7763099232,24.6675780138276,0.434947712951129,24.6676303901936,0.460943553360262
24.9542204526892,12233.5794359932,24.6757677977951,0.443730957593034,24.6758201741611,0.469537964650878
