time (min),LS,time (min),UV
-0.073759351910588,0.00352673905484769,0.04095,-0.000745459837167398
-0.0655695679431143,0.00199783531000574,0.0491397839674738,-0.000781642409802162
-0.0573797839756405,0.00101392029781592,0.0573295679349475,-0.000812631862999974
-0.0491900000081667,0.00145436774085792,0.0655193519024213,-0.000839696751481951
-0.041000216040693,0.00162020533288873,0.073709135869895,-0.000864711345348708
-0.0328104320732192,0.00170323952227291,0.0818989198373688,-0.00088906725740773
-0.0246206481057455,0.00126176055728076,0.0900887038048425,-0.000913489336045894
-0.0164308641382717,0.00082028159228861,0.0982784877723163,-0.000938966380340436
-0.00824108017079798,0.000758743162653128,0.10646827173979,-0.000961064454136673
-5.12962033242213E-5,0.000374312146885031,0.114658055707264,-0.000982003066368295
0.00813848776414953,-1.0118868882627E-5,0.122847839674738,-0.0010025387676805
0.0163282717316233,-0.000481831016428052,0.131037623642211,-0.00102149542835574
0.024518055699097,0.0010132624220974,0.139227407609685,-0.00103445750744246
0.0327078396665708,0.000856905045992353,0.147417191577159,-0.00104225879247247
0.0408976236340445,0.000700547669887311,0.155606975544633,-0.00105092770481323
0.0490874076015183,-0.000334384581321454,0.163796759512106,-0.0010611083657267
0.0572771915689921,-0.0002054027844432,0.17198654347958,-0.00107376652502127
0.0654669755364658,-5.66286162093122E-5,0.180176327447054,-0.00108326321305596
0.0736567595039396,-1.24446775814652E-5,0.188366111414528,-0.00108796310437696
0.0818465434714133,-0.000252144969281183,0.196555895382001,-0.00109194773636838
0.0900363274388871,-0.000491845260980902,0.204745679349475,-0.00109426502803204
0.0982261114063609,-0.00050269061055238,0.212935463316949,-0.00109265404433474
0.106415895373835,-0.000222186790888653,0.221125247284423,-0.00109118891304388
0.114605679341308,5.77685636430713E-5,0.229315031251896,-0.00109005004019127
0.122795463308782,0.000133439085706217,0.23750481521937,-0.0010892945769611
0.130985247276256,0.000209109607768924,0.245694599186844,-0.00108733051713887
0.13917503124373,0.000856658044395656,0.253884383154318,-0.0010856687451867
0.147364815211203,0.0012372191897473,0.262074167121791,-0.00108347625831495
0.155554599178677,0.00174156209431168,0.270263951089265,-0.0010785460319301
0.163744383146151,0.00154884197417153,0.278453735056739,-0.00107316697444011
0.171934167113625,0.00135612185403094,0.286643519024213,-0.00106694247301772
0.180123951081098,5.23399750734758E-5,0.294833302991686,-0.00105898662069852
0.188313735048572,-5.83534909488335E-5,0.30302308695916,-0.00105127056322121
0.196503519016046,2.5191890410777E-5,0.311212870926634,-0.00104380752906014
0.20469330298352,0.000605363139480553,0.319402654894108,-0.00103684688923124
0.212883086950993,0.00165632064909509,0.327592438861582,-0.00103098147382797
0.221072870918467,0.00126714152311954,0.335782222829055,-0.00102626565593524
0.229262654885941,0.000877962397144871,0.343972006796529,-0.00102243619039545
0.237452438853415,-0.000102320079580982,0.352161790764003,-0.00101772076500487
0.245642222820888,-0.000810563036652979,0.360351574731477,-0.00101333304870226
0.253832006788362,-0.000131429165597263,0.36854135869895,-0.00101015564769261
0.262021790755836,2.57559090585854E-5,0.376731142666424,-0.0010113396994085
0.27021157472331,0.00018294098371531,0.384920926633898,-0.00101517255811558
0.278401358690783,0.00107574549406797,0.393110710601372,-0.00101598110558969
0.286591142658257,0.00254992207690583,0.401300494568846,-0.00101615973467928
0.294780926625731,0.00329988376204301,0.409490278536319,-0.00101429524177281
0.302970710593205,0.0030729158052068,0.417680062503793,-0.00100676278333507
0.311160494560679,0.00284594784837102,0.425869846471267,-0.000998649474075412
0.319350278528152,0.00315781018565255,0.434059630438741,-0.000990738171893334
0.327540062495626,0.00311400328844162,0.442249414406214,-0.0009827715338663
0.3357298464631,0.00307019639123069,0.450439198373688,-0.000974128996892886
0.343919630430574,0.000156752494600004,0.458628982341162,-0.000965707513513578
0.352109414398047,-0.00131065801825035,0.466818766308636,-0.000957607536651416
0.360299198365521,-0.00117991337682828,0.475008550276109,-0.000949843935092665
0.368488982332995,-0.00117813704467637,0.483198334243583,-0.000942861715401806
0.376678766300469,-0.00137679473109328,0.491388118211057,-0.000937847050413932
0.384868550267942,-0.00157545241750975,0.499577902178531,-0.000935170952040632
0.393058334235416,-0.000902993677556417,0.507767686146005,-0.000934595621706486
0.40124811820289,-0.000314568547855216,0.515957470113478,-0.000930732508089184
0.409437902170364,0.000109010369294966,0.524147254080952,-0.000926983977147604
0.417627686137838,0.000165478905186619,0.532337038048426,-0.000924024634324824
0.425817470105311,0.000551185839429621,0.540526822015899,-0.000922008078623154
0.434007254072785,0.000690923411319468,0.548716605983373,-0.000922128087786485
0.442197038040259,0.000830660983209753,0.556906389950847,-0.00092556940926125
0.450386822007733,0.00102497085722004,0.565096173918321,-0.000930191118589951
0.458576605975206,0.0009261060544902,0.573285957885794,-0.000937294666675496
0.46676638994268,0.000827241251760364,0.581475741853268,-0.000945997836969273
0.474956173910154,0.000373083894309057,0.589665525820742,-0.00095237596529753
0.483145957877628,0.000232023232059774,0.597855309788215,-0.00095466283492876
0.491335741845102,-0.000434459079929012,0.606045093755689,-0.00095374533147631
0.499525525812575,0.00109437150272584,0.614234877723163,-0.000951144453850977
0.507715309780049,0.00177201917421287,0.622424661690637,-0.000947031322427685
0.515905093747523,0.0020590264781686,0.63061444565811,-0.000942030642195983
0.524094877714997,0.00234603378212432,0.638804229625584,-0.0009372185791013
0.53228466168247,0.00277790366450835,0.646994013593058,-0.000932996942889098
0.540474445649944,0.00259298103532435,0.655183797560531,-0.000928935186399439
0.548664229617418,0.00240805840614036,0.663373581528005,-0.000923897156934142
0.556854013584891,0.00139489395531415,0.671563365495479,-0.000918857512818426
0.565043797552365,0.000718558440758753,0.679753149462953,-0.000913451128138928
0.573233581519839,0.000283168672547662,0.687942933430426,-0.000906503171075962
0.581423365487313,0.000257801437762381,0.6961327173979,-0.000898429015639445
0.589613149454786,0.000232434202977101,0.704322501365374,-0.000890031051076873
0.59780293342226,7.43176578797926E-5,0.712512285332847,-0.000883271113644409
0.605992717389734,0.000424224207933729,0.720702069300321,-0.000879238989346044
0.614182501357207,0.000774130757988104,0.728891853267795,-0.000880822645100792
0.622372285324681,0.00101307433011729,0.737081637235269,-0.000881346152108846
0.630562069292155,0.00108263594751886,0.745271421202742,-0.000872499588313079
0.638751853259629,0.000938559976889767,0.753461205170216,-0.000859442432841791
0.646941637227102,0.000794484006260232,0.76165098913769,-0.000846885210980191
0.655131421194576,8.82778719141207E-5,0.769840773105164,-0.000835788394279047
0.66332120516205,0.000767234185760214,0.778030557072637,-0.000825680916672272
0.671510989129523,0.00464805075234761,0.786220341040111,-0.000815278600505826
0.679700773096997,0.00415155079566364,0.794410125007585,-0.00080517682531209
0.687890557064471,0.00365505083897968,0.802599908975058,-0.000795636456678718
0.696080341031945,0.00186084784407376,0.810789692942532,-0.000786733534110835
0.704270124999418,8.36033657507334E-5,0.818979476910006,-0.000778801758492503
0.712459908966892,-0.000361488530511872,0.82716926087748,-0.000772139564646465
0.720649692934366,-0.000349229413922691,0.835359044844953,-0.000767279521632873
0.728839476901839,-0.00046980485630127,0.843548828812427,-0.00076186721089745
0.737029260869313,-0.000590380298679849,0.851738612779901,-0.000755152457729513
0.745219044836787,-0.00109931438147116,0.859928396747374,-0.000746392112879985
0.753408828804261,-0.000432011009394428,0.868118180714848,-0.000737478449958283
0.761598612771734,0.000856173205924107,0.876307964682322,-0.000727514348719021
0.769788396739208,0.00130829074612647,0.884497748649796,-0.000716649060050896
