260	0.193668	315.442	-0.00133562
259.5	0.204071	316	-0.0012741
259	0.203975	316.553	-0.00121062
258.5	0.162808	317.105	-0.00115197
258	0.131836	317.653	-0.00109263
257.5	0.0407689	318.215	-0.00103175
257	-0.0190915	318.776	-0.000971287
256.5	-0.0070816	319.328	-0.000912968
256	-0.0215642	319.882	-0.00085463
255.5	-0.0043944	320.444	-0.000795509
255	0.0182554	320.986	-0.000737205
254.5	0.059671	321.48	-0.000682686
254	0.145685	321.958	-0.000631256
253.5	0.180836	322.437	-0.000580086
253	0.146995	322.909	-0.000526604
252.5	0.143646	323.352	-0.000477047
252	0.0933824	323.773	-0.00042907
251.5	0.0878891	324.194	-0.000381519
251	0.0367265	324.622	-0.000333153
250.5	0.0255939	325.037	-0.00028532
250	0.00538076	325.426	-0.000242352
249.5	0.0338219	325.786	-0.000204472
249	-0.0216657	326.138	-0.000166206
248.5	-0.0488492	326.488	-0.000128139
248	-0.0599955	326.816	-9.36966e-05
247.5	0.042241	327.128	-5.98831e-05
247	0.0684938	327.445	-2.46353e-05
246.5	0.0117747	327.766	1.02806e-05
246	0.0124934	328.057	4.09584e-05
245.5	0.020084	328.307	6.74057e-05
245	0.0272962	328.544	9.31969e-05
244.5	0.0498898	328.783	0.000120293
244	-0.0497119	329.012	0.000146111
243.5	-0.124426	329.24	0.000169014
243	-0.189018	329.483	0.000194122
242.5	-0.273338	329.732	0.000220104
242	-0.280545	329.982	0.000245861
241.5	-0.305912	330.247	0.000273502
241	-0.38047	330.518	0.000300564
240.5	-0.451061	330.796	0.000332104
240	-0.480798	331.053	0.000360981
239.5	-0.493674	331.301	0.000389763
239	-0.603594	331.578	0.000421658
238.5	-0.832856	331.891	0.000458557
238	-1.00326	332.213	0.000494972
237.5	-1.16249	332.547	0.000534405
237	-1.20874	332.909	0.000573437
236.5	-1.47591	333.289	0.000610813
236	-1.64701	333.69	0.000655838
235.5	-1.78295	334.106	0.000702126
235	-1.87817	334.541	0.000748695
234.5	-2.09922	335.004	0.00079314
234	-2.28418	335.491	0.000845509
233.5	-2.43628	336.007	0.000902985
233	-2.65372	336.553	0.000960781
232.5	-2.7983	337.135	0.00101997
232	-2.97761	337.743	0.00108034
231.5	-3.15435	338.39	0.00115036
231	-3.39319	339.069	0.00122464
230.5	-3.65832	339.782	0.0012967
230	-3.88274	340.532	0.00137455
229.5	-4.10496	341.315	0.00145786
229	-4.36477	342.13	0.00154397
228.5	-4.64757	342.981	0.00163408
228	-4.88479	343.853	0.00172715
227.5	-5.06412	344.728	0.00182093
227	-5.28791	345.611	0.00191443
226.5	-5.55051	346.537	0.00201223
226	-5.74485	347.522	0.00211791
225.5	-6.05423	348.541	0.00222424
225	-6.28346	349.588	0.00233387
224.5	-6.42942	350.665	0.0024472
224	-6.64014	351.795	0.00256591
223.5	-6.92387	352.963	0.00268951
223	-7.06361	354.134	0.00281221
222.5	-7.17123	355.308	0.00294
222	-7.24568	356.494	0.00307011
221.5	-7.38028	357.703	0.00320362
221	-7.43262	358.945	0.00334243
220.5	-7.51324	360.211	0.00348383
220	-7.55846	361.499	0.00362724
219.5	-7.69479	362.814	0.00377272
219	-7.79715	364.162	0.00392078
218.5	-7.90308	365.55	0.0040725
218	-7.92933	366.975	0.00422651
217.5	-8.03362	368.44	0.00438376
217	-8.11088	369.942	0.0045431
216.5	-8.17787	371.483	0.00470794
216	-8.18449	373.063	0.00487654
215.5	-8.25201	374.679	0.00504899
215	-8.30636	376.331	0.00522326
214.5	-8.48019	378.026	0.00540472
214	-8.516	379.776	0.00559256
213.5	-8.53438	381.592	0.00578662
213	-8.50371	383.492	0.00599151
212.5	-8.56048	385.499	0.00620887
212	-8.5978	387.62	0.00643957
211.5	-8.62914	389.871	0.006683
211	-8.61389	392.272	0.00694325
210.5	-8.74274	394.846	0.0072234
210	-8.96613	397.617	0.00751944
209.5	-9.0061	400.596	0.00783863
209	-9.03947	403.812	0.00818063
208.5	-9.19622	407.303	0.00854924
208	-9.35535	411.105	0.00895531
207.5	-9.53626	415.23	0.00939421
207	-9.69849	419.707	0.00987312
206.5	-9.90894	424.591	0.0103878
206	-10.4559	429.926	0.0109489
205.5	-10.8495	435.78	0.0115656
205	-11.1483	442.211	0.0122482
204.5	-11.6772	449.303	0.01299
204	-12.2615	457.204	0.0138207
203.5	-12.4994	466.036	0.014754
203	-12.8797	475.955	0.0157999
202.5	-13.2035	487.166	0.0169856
202	-13.5292	499.897	0.0183179
201.5	-13.7606	514.479	0.0198514
201	-13.8426	531.244	0.021609
200.5	-13.92	550.618	0.0236308
200	-14.2507	573.218	0.0259787
199.5	-14.1662	599.712	0.0287371
199	-13.8124	631.044	0.032004
198.5	-14.1636	668.363	0.0358805
198	-12.897	713.011	0.0405239
197.5	-16.2805	766.377	0.0460373
197	-13.1344	823.643	0.051998
196.5	-11.7978	875.608	0.0574002
196	-8.33712	921.158	0.0621566
195.5	-5.90292	958.947	0.0660957
195	-3.98092	987.332	0.0690567
194.5	-1.75801	1004.48	0.0708594
194	3.79234	1008.75	0.0713563
193.5	2.03839	1008.74	0.0713542
193	1.21985	1008.74	0.071357
192.5	1.05965	1008.74	0.0713508
192	0.243506	1008.74	0.0713456
191.5	-0.0633698	1008.74	0.0713463
191	-1.69484	1008.73	0.0713412
190.5	-1.47523	1008.73	0.0713396
190	-0.62998	1008.74	0.071344
