260	0.0724466	304.222	-0.00256576
259.5	0.0185552	304.542	-0.00253012
259	-0.0111649	304.86	-0.00249599
258.5	-0.0580284	305.185	-0.00245964
258	-0.095209	305.508	-0.00242376
257.5	-0.0653308	305.835	-0.002387
257	-0.110031	306.165	-0.00235163
256.5	-0.119171	306.507	-0.00231457
256	-0.0568918	306.853	-0.00227711
255.5	-0.0161276	307.199	-0.00223956
255	0.0407243	307.546	-0.00220231
254.5	0.0636547	307.891	-0.0021636
254	0.0865926	308.236	-0.00212566
253.5	0.146508	308.571	-0.00208897
253	0.0874655	308.895	-0.00205404
252.5	0.0473723	309.21	-0.00202018
252	0.0575208	309.522	-0.00198603
251.5	0.0405132	309.833	-0.00195315
251	0.0192579	310.142	-0.00192011
250.5	-0.0312637	310.445	-0.00188715
250	-0.0336672	310.744	-0.00185576
249.5	-0.00920676	311.043	-0.00182357
249	-0.031743	311.342	-0.00179134
248.5	-0.115631	311.643	-0.0017585
248	-0.138842	311.944	-0.0017253
247.5	-0.0542914	312.248	-0.00169093
247	-0.0137412	312.554	-0.00165843
246.5	-0.0397767	312.862	-0.0016236
246	-0.0447271	313.163	-0.00158995
245.5	-0.033308	313.461	-0.00155676
245	-0.0206912	313.748	-0.00152557
244.5	-0.0349579	314.031	-0.00149575
244	-0.0859873	314.319	-0.00146587
243.5	-0.150373	314.628	-0.00143229
243	-0.193558	314.954	-0.00139886
242.5	-0.204766	315.29	-0.00136272
242	-0.159262	315.639	-0.00132514
241.5	-0.167114	316.015	-0.00128441
241	-0.178584	316.403	-0.00124233
240.5	-0.246387	316.803	-0.00119983
240	-0.285538	317.208	-0.00115566
239.5	-0.336284	317.63	-0.00111006
239	-0.514634	318.08	-0.00106202
238.5	-0.761129	318.558	-0.00101244
238	-1.00909	319.057	-0.000959415
237.5	-1.22346	319.577	-0.000902641
237	-1.40112	320.118	-0.000844891
236.5	-1.69859	320.679	-0.000786041
236	-1.9469	321.267	-0.000724522
235.5	-2.13062	321.878	-0.000660534
235	-2.31542	322.509	-0.000593571
234.5	-2.50299	323.174	-0.000524525
234	-2.71932	323.873	-0.000452236
233.5	-2.97519	324.608	-0.000375626
233	-3.22124	325.374	-0.000294865
232.5	-3.5121	326.179	-0.000205402
232	-3.78484	327.012	-0.000112869
231.5	-4.13832	327.889	-1.64108e-05
231	-4.44302	328.804	8.41599e-05
230.5	-4.78355	329.752	0.000188755
230	-5.18405	330.736	0.000295639
229.5	-5.54675	331.749	0.000403896
229	-5.97693	332.798	0.000512836
228.5	-6.41936	333.886	0.000626907
228	-6.83768	334.99	0.000742321
227.5	-7.28113	336.095	0.000858154
227	-7.68523	337.212	0.00097533
226.5	-8.01931	338.372	0.00109659
226	-8.39415	339.589	0.00122505
225.5	-8.75695	340.832	0.00135631
225	-9.12551	342.098	0.0014893
224.5	-9.46303	343.39	0.00162506
224	-9.7722	344.73	0.00176663
223.5	-10.2006	346.102	0.00191021
223	-10.5031	347.47	0.00205462
222.5	-10.8309	348.836	0.0021987
222	-11.071	350.214	0.00234382
221.5	-11.3896	351.611	0.00249172
221	-11.6956	353.036	0.00264127
220.5	-11.8985	354.479	0.00279391
220	-12.1051	355.937	0.00295571
219.5	-12.2354	357.413	0.00311768
219	-12.5706	358.914	0.00328139
218.5	-12.6578	360.442	0.00345022
218	-12.7565	361.99	0.00362229
217.5	-12.7933	363.563	0.00379838
217	-12.8437	365.157	0.0039729
216.5	-12.9946	366.775	0.00414479
216	-12.9316	368.417	0.00432047
215.5	-12.9403	370.079	0.00450028
215	-13.0009	371.759	0.00467968
214.5	-13.013	373.469	0.00486102
214	-13.1434	375.218	0.005047
213.5	-13.2441	377.013	0.00523918
213	-13.1433	378.871	0.0054389
212.5	-13.208	380.807	0.00564392
212	-13.2715	382.838	0.00586076
211.5	-13.3125	384.975	0.00609292
211	-13.3245	387.231	0.0063383
210.5	-13.369	389.621	0.00659748
210	-13.3528	392.17	0.00687421
209.5	-13.4071	394.882	0.00716972
209	-13.3882	397.782	0.00748352
208.5	-13.5093	400.886	0.00781651
208	-13.4618	404.224	0.00817174
207.5	-13.5677	407.797	0.00854924
207	-13.6137	411.632	0.0089599
206.5	-13.6841	415.759	0.00940206
206	-13.8996	420.211	0.00987757
205.5	-14.039	425.017	0.0103883
205	-14.2131	430.213	0.0109369
204.5	-14.3275	435.855	0.0115352
204	-14.3312	442.028	0.0121937
203.5	-14.3634	448.783	0.0129075
203	-14.2478	456.222	0.0136813
202.5	-13.9328	464.441	0.0145581
202	-13.4975	473.575	0.0155279
201.5	-12.8706	483.798	0.0166192
201	-12.5456	495.273	0.0178324
200.5	-12.1466	508.217	0.0191952
200	-11.4897	522.915	0.0207496
199.5	-10.4841	539.669	0.0225157
199	-9.49306	558.956	0.0245421
198.5	-8.28842	581.329	0.0268821
198	-6.71459	607.472	0.0296157
197.5	-4.96827	638.228	0.0328307
197	-2.39951	674.725	0.0366431
196.5	-3.31085	718.322	0.0411614
196	-3.18978	770.583	0.0465784
195.5	-0.334327	826.743	0.0524215
195	0.839364	877.702	0.0577163
194.5	1.5083	922.372	0.0623544
194	0.755737	959.497	0.0662107
193.5	0.597176	987.5	0.0691117
193	2.63966	1004.47	0.0708977
192.5	2.44479	1008.73	0.0713437
192	1.33358	1008.72	0.0713436
191.5	-0.33746	1008.71	0.0713384
191	-1.42828	1008.71	0.0713381
190.5	0.4987	1008.72	0.071348
190	1.06382	1008.72	0.0713508
